commit	quality_score	gate_pass	M1_palette	M2_dominant	M3_cct	M4_msssim	M5_edge	M6_texture	M7_vmaf	M8_temporal	M9_layer_indep	M10_role_cohere	model_version	elapsed_ms	status	description
none	0.6043	1	0.6207	0.7209	0.5762	0.2625	0.5971	0.8768	0.1706	0.9999	0.3216	0.8667	local-2026-03-29	140511	discard	exp #161
none	0.5985	1	0.6166	0.7017	0.5665	0.2568	0.5980	0.8587	0.1697	0.9999	0.3216	0.8667	local-2026-03-29	136053	discard	exp #162
none	0.5944	1	0.6085	0.6793	0.5640	0.2577	0.5985	0.8559	0.1689	0.9999	0.3216	0.8667	local-2026-03-29	135826	discard	exp #163
none	0.5991	1	0.6111	0.7159	0.5677	0.2569	0.5987	0.8497	0.1711	0.9999	0.3216	0.8667	local-2026-03-29	138314	discard	exp #164
none	0.5982	1	0.6152	0.6925	0.5700	0.2586	0.6006	0.8604	0.1699	0.9999	0.3216	0.8667	local-2026-03-29	136636	discard	exp #165
none	0.6011	1	0.6215	0.7149	0.5699	0.2600	0.5974	0.8553	0.1715	0.9999	0.3216	0.8667	local-2026-03-29	137363	discard	exp #166
none	0.6033	1	0.6215	0.7206	0.5745	0.2611	0.5982	0.8648	0.1720	0.9999	0.3216	0.8667	local-2026-03-29	134715	discard	exp #167
none	0.5987	1	0.6097	0.7146	0.5630	0.2573	0.5991	0.8568	0.1692	0.9999	0.3216	0.8667	local-2026-03-29	138108	discard	exp #168
none	0.6039	1	0.6207	0.7185	0.5769	0.2648	0.5957	0.8742	0.1703	0.9999	0.3216	0.8667	local-2026-03-29	136472	discard	exp #169
none	0.6009	1	0.6144	0.7164	0.5676	0.2605	0.5955	0.8685	0.1690	0.9999	0.3216	0.8667	local-2026-03-29	137332	discard	exp #170
none	0.6016	1	0.6167	0.7077	0.5761	0.2633	0.5969	0.8671	0.1718	0.9999	0.3216	0.8667	local-2026-03-29	139411	discard	exp #171
none	0.6035	1	0.6204	0.7178	0.5725	0.2641	0.5982	0.8749	0.1697	0.9999	0.3216	0.8667	local-2026-03-29	135495	discard	exp #172
none	0.6001	1	0.6209	0.7063	0.5674	0.2560	0.5992	0.8628	0.1706	0.9999	0.3216	0.8667	local-2026-03-29	137795	discard	exp #173
none	0.6019	1	0.6193	0.7172	0.5664	0.2594	0.5988	0.8720	0.1688	0.9999	0.3216	0.8667	local-2026-03-29	136314	discard	exp #174
none	0.6024	1	0.6172	0.7173	0.5725	0.2600	0.5984	0.8700	0.1703	0.9999	0.3216	0.8667	local-2026-03-29	136952	discard	exp #175
none	0.6008	1	0.6156	0.6968	0.5774	0.2631	0.5963	0.8727	0.1715	0.9999	0.3216	0.8667	local-2026-03-29	137278	discard	exp #176
none	0.5993	1	0.6192	0.6926	0.5720	0.2618	0.5977	0.8645	0.1708	0.9999	0.3216	0.8667	local-2026-03-29	136835	discard	exp #177
none	0.6004	1	0.6194	0.7133	0.5681	0.2565	0.5971	0.8603	0.1703	0.9999	0.3216	0.8667	local-2026-03-29	139275	discard	exp #178
none	0.6027	1	0.6201	0.7196	0.5760	0.2641	0.5940	0.8603	0.1719	0.9999	0.3216	0.8667	local-2026-03-29	136102	discard	exp #179
none	0.6004	1	0.6234	0.7152	0.5671	0.2568	0.5983	0.8513	0.1702	0.9999	0.3216	0.8667	local-2026-03-29	135979	discard	exp #180
none	0.6014	1	0.6156	0.7181	0.5759	0.2639	0.5956	0.8508	0.1727	0.9999	0.3216	0.8667	local-2026-03-29	138159	discard	exp #181
none	0.6013	1	0.6143	0.7208	0.5679	0.2580	0.5987	0.8653	0.1697	0.9999	0.3216	0.8667	local-2026-03-29	137870	discard	exp #182
none	0.5995	1	0.6147	0.7136	0.5676	0.2566	0.5967	0.8555	0.1709	0.9999	0.3216	0.8667	local-2026-03-29	136288	discard	exp #183
none	0.6043	1	0.6249	0.7182	0.5737	0.2623	0.5973	0.8781	0.1708	0.9999	0.3216	0.8667	local-2026-03-29	137973	discard	exp #184
none	0.5982	1	0.6136	0.6954	0.5720	0.2608	0.5941	0.8584	0.1712	0.9999	0.3216	0.8667	local-2026-03-29	141486	discard	exp #185
none	0.6060	1	0.6326	0.7182	0.5759	0.2644	0.5997	0.8807	0.1704	0.9999	0.3216	0.8667	local-2026-03-29	136776	discard	exp #186
none	0.6049	1	0.6276	0.7162	0.5746	0.2631	0.5974	0.8840	0.1691	0.9999	0.3216	0.8667	local-2026-03-29	138421	discard	exp #187
none	0.6021	1	0.6191	0.7186	0.5710	0.2629	0.5971	0.8619	0.1712	0.9999	0.3216	0.8667	local-2026-03-29	136386	discard	exp #188
none	0.6030	1	0.6233	0.7092	0.5708	0.2615	0.6011	0.8793	0.1702	0.9999	0.3216	0.8667	local-2026-03-29	135504	discard	exp #189
none	0.5966	1	0.6134	0.6891	0.5686	0.2574	0.5980	0.8531	0.1708	0.9999	0.3216	0.8667	local-2026-03-29	137741	discard	exp #190
none	0.5987	1	0.6213	0.6907	0.5661	0.2559	0.5964	0.8747	0.1687	0.9999	0.3216	0.8667	local-2026-03-29	140790	discard	exp #191
none	0.6006	1	0.6208	0.7181	0.5664	0.2576	0.5981	0.8543	0.1706	0.9999	0.3216	0.8667	local-2026-03-29	134724	discard	exp #192
none	0.5999	1	0.6131	0.7169	0.5655	0.2579	0.5984	0.8592	0.1695	0.9999	0.3216	0.8667	local-2026-03-29	137106	discard	exp #193
none	0.5995	1	0.6089	0.7156	0.5655	0.2586	0.5984	0.8628	0.1689	0.9999	0.3216	0.8667	local-2026-03-29	136972	discard	exp #194
none	0.6040	1	0.6196	0.7188	0.5803	0.2640	0.5961	0.8695	0.1724	0.9999	0.3216	0.8667	local-2026-03-29	134944	discard	exp #195
none	0.6044	1	0.6189	0.7246	0.5721	0.2620	0.5988	0.8806	0.1696	0.9999	0.3216	0.8667	local-2026-03-29	138940	discard	exp #196
084af7e	0.6078	1	0.6270	0.7371	0.5795	0.2646	0.5953	0.8802	0.1722	0.9999	0.3216	0.8667	local-2026-03-29	139357	keep	exp #197
none	0.6049	1	0.6191	0.7222	0.5786	0.2647	0.5964	0.8779	0.1719	0.9999	0.3216	0.8667	local-2026-03-29	134287	discard	exp #198
none	0.6049	1	0.6223	0.7205	0.5794	0.2647	0.5949	0.8755	0.1722	0.9999	0.3216	0.8667	local-2026-03-29	142707	discard	exp #199
none	0.6058	1	0.6270	0.7177	0.5771	0.2646	0.5980	0.8851	0.1712	0.9999	0.3216	0.8667	local-2026-03-29	137235	discard	exp #200
none	0.6026	1	0.6252	0.6949	0.5782	0.2645	0.5979	0.8799	0.1714	0.9999	0.3216	0.8667	local-2026-03-29	137895	discard	exp #201
none	0.6052	1	0.6205	0.7244	0.5794	0.2648	0.5958	0.8749	0.1727	0.9999	0.3216	0.8667	local-2026-03-29	138063	discard	exp #202
none	0.6044	1	0.6187	0.7183	0.5774	0.2647	0.5974	0.8798	0.1709	0.9999	0.3216	0.8667	local-2026-03-29	138944	discard	exp #203
none	0.6049	1	0.6225	0.7232	0.5760	0.2631	0.5963	0.8781	0.1714	0.9999	0.3216	0.8667	local-2026-03-29	137242	discard	exp #204
none	0.6033	1	0.6173	0.7365	0.5681	0.2573	0.5963	0.8653	0.1703	0.9999	0.3216	0.8667	local-2026-03-29	137980	discard	exp #205
none	0.6020	1	0.6159	0.7062	0.5773	0.2665	0.5975	0.8692	0.1712	0.9999	0.3216	0.8667	local-2026-03-29	136204	discard	exp #206
none	0.6045	1	0.6167	0.7191	0.5783	0.2648	0.5989	0.8787	0.1716	0.9999	0.3216	0.8667	local-2026-03-29	135986	discard	exp #207
none	0.6015	1	0.6188	0.6970	0.5778	0.2632	0.5966	0.8749	0.1723	0.9999	0.3216	0.8667	local-2026-03-29	138964	discard	exp #208
none	0.6053	1	0.6201	0.7268	0.5753	0.2632	0.5972	0.8817	0.1706	0.9999	0.3216	0.8667	local-2026-03-29	136925	discard	exp #209
none	0.5996	1	0.6207	0.6873	0.5747	0.2647	0.5971	0.8657	0.1717	0.9999	0.3216	0.8667	local-2026-03-29	136755	discard	exp #210
none	0.6038	1	0.6193	0.7171	0.5759	0.2635	0.5974	0.8754	0.1720	0.9999	0.3216	0.8667	local-2026-03-29	135196	discard	exp #211
none	0.6045	1	0.6231	0.7221	0.5771	0.2631	0.5968	0.8697	0.1727	0.9999	0.3216	0.8667	local-2026-03-29	142055	discard	exp #212
none	0.6050	1	0.6192	0.7232	0.5781	0.2646	0.5967	0.8787	0.1716	0.9999	0.3216	0.8667	local-2026-03-29	136253	discard	exp #213
none	0.6050	1	0.6192	0.7232	0.5781	0.2646	0.5967	0.8787	0.1716	0.9999	0.3216	0.8667	local-2026-03-29	135618	discard	exp #214
none	0.6050	1	0.6192	0.7232	0.5781	0.2646	0.5967	0.8787	0.1716	0.9999	0.3216	0.8667	local-2026-03-29	136886	discard	exp #215
none	0.6046	1	0.6247	0.7192	0.5776	0.2641	0.5983	0.8699	0.1722	0.9999	0.3216	0.8667	local-2026-03-29	136471	discard	exp #216
none	0.6082	1	0.6327	0.7229	0.5813	0.2668	0.5944	0.8948	0.1706	0.9999	0.3216	0.8667	local-2026-03-29	139592	discard	exp #217
none	0.6065	1	0.6254	0.7187	0.5871	0.2690	0.5971	0.8745	0.1737	0.9999	0.3216	0.8667	local-2026-03-29	136698	discard	exp #218
none	0.6026	1	0.6194	0.7180	0.5735	0.2619	0.5972	0.8653	0.1713	0.9999	0.3216	0.8667	local-2026-03-29	136334	discard	exp #219
none	0.6038	1	0.6152	0.7208	0.5766	0.2644	0.5966	0.8756	0.1714	0.9999	0.3216	0.8667	local-2026-03-29	135267	discard	exp #220
none	0.5998	1	0.6160	0.6878	0.5744	0.2614	0.5982	0.8784	0.1706	0.9999	0.3216	0.8667	local-2026-03-29	138947	discard	exp #221
none	0.6048	1	0.6253	0.7176	0.5790	0.2665	0.5968	0.8705	0.1729	0.9999	0.3216	0.8667	local-2026-03-29	136061	discard	exp #222
none	0.6025	1	0.6172	0.7147	0.5773	0.2610	0.5975	0.8649	0.1730	0.9999	0.3216	0.8667	local-2026-03-29	137674	discard	exp #223
none	0.6021	1	0.6125	0.7193	0.5727	0.2637	0.5970	0.8671	0.1709	0.9999	0.3216	0.8667	local-2026-03-29	136091	discard	exp #224
none	0.6020	1	0.6265	0.6941	0.5784	0.2633	0.5957	0.8749	0.1713	0.9999	0.3216	0.8667	local-2026-03-29	136426	discard	exp #225
none	0.6053	1	0.6198	0.7198	0.5813	0.2666	0.5981	0.8763	0.1729	0.9999	0.3216	0.8667	local-2026-03-29	135385	discard	exp #226
none	0.5991	1	0.6203	0.6908	0.5746	0.2603	0.5965	0.8609	0.1715	0.9999	0.3216	0.8667	local-2026-03-29	138007	discard	exp #227
none	0.6038	1	0.6191	0.7190	0.5728	0.2609	0.6010	0.8784	0.1699	0.9999	0.3216	0.8667	local-2026-03-29	137565	discard	exp #228
none	0.6054	1	0.6284	0.7182	0.5803	0.2638	0.5970	0.8738	0.1725	0.9999	0.3216	0.8667	local-2026-03-29	137029	discard	exp #229
none	0.6065	1	0.6220	0.7363	0.5765	0.2665	0.5963	0.8752	0.1710	0.9999	0.3216	0.8667	local-2026-03-29	135339	discard	exp #230
none	0.6030	1	0.6201	0.7097	0.5816	0.2663	0.5938	0.8654	0.1738	0.9999	0.3216	0.8667	local-2026-03-29	135883	discard	exp #231
none	0.6050	1	0.6234	0.7196	0.5811	0.2680	0.5969	0.8695	0.1721	0.9999	0.3216	0.8667	local-2026-03-29	135520	discard	exp #232
none	0.6015	1	0.6173	0.7089	0.5728	0.2626	0.5971	0.8696	0.1701	0.9999	0.3216	0.8667	local-2026-03-29	135527	discard	exp #233
none	0.6067	1	0.6214	0.7226	0.5822	0.2661	0.5961	0.8890	0.1719	0.9999	0.3216	0.8667	local-2026-03-29	137017	discard	exp #234
none	0.6042	1	0.6231	0.7227	0.5747	0.2637	0.5975	0.8693	0.1715	0.9999	0.3216	0.8667	local-2026-03-29	136927	discard	exp #235
none	0.6024	1	0.6291	0.6931	0.5766	0.2660	0.5960	0.8773	0.1714	0.9999	0.3216	0.8667	local-2026-03-29	136813	discard	exp #236
none	0.6015	1	0.6188	0.6909	0.5808	0.2650	0.5954	0.8787	0.1724	0.9999	0.3216	0.8667	local-2026-03-29	137607	discard	exp #237
none	0.6057	1	0.6205	0.7194	0.5818	0.2688	0.5962	0.8823	0.1708	0.9999	0.3216	0.8667	local-2026-03-29	137099	discard	exp #238
none	0.6032	1	0.6227	0.7065	0.5791	0.2671	0.5952	0.8718	0.1726	0.9999	0.3216	0.8667	local-2026-03-29	138061	discard	exp #239
none	0.6064	1	0.6231	0.7191	0.5849	0.2672	0.5972	0.8808	0.1732	0.9999	0.3216	0.8667	local-2026-03-29	141007	discard	exp #240
none	0.6015	1	0.6178	0.7139	0.5751	0.2609	0.5970	0.8575	0.1727	0.9999	0.3216	0.8667	local-2026-03-29	136779	discard	exp #241
none	0.6007	1	0.6238	0.6952	0.5724	0.2627	0.5953	0.8733	0.1700	0.9999	0.3216	0.8667	local-2026-03-29	137295	discard	exp #242
none	0.6069	1	0.6341	0.7202	0.5775	0.2629	0.5985	0.8863	0.1704	0.9999	0.3216	0.8667	local-2026-03-29	137251	discard	exp #243
none	0.6004	1	0.6186	0.7036	0.5754	0.2629	0.5955	0.8566	0.1728	0.9999	0.3216	0.8667	local-2026-03-29	134614	discard	exp #244
none	0.6029	1	0.6161	0.7110	0.5719	0.2615	0.5988	0.8868	0.1693	0.9999	0.3216	0.8667	local-2026-03-29	137098	discard	exp #245
none	0.6070	1	0.6278	0.7198	0.5803	0.2658	0.5963	0.8917	0.1709	0.9999	0.3216	0.8667	local-2026-03-29	136957	discard	exp #246
none	0.6060	1	0.6253	0.7193	0.5778	0.2647	0.5962	0.8895	0.1704	0.9999	0.3216	0.8667	local-2026-03-29	140264	discard	exp #247
none	0.6064	1	0.6233	0.7216	0.5810	0.2652	0.5971	0.8865	0.1714	0.9999	0.3216	0.8667	local-2026-03-29	139478	discard	exp #248
none	0.6051	1	0.6232	0.7191	0.5727	0.2623	0.5982	0.8915	0.1693	0.9999	0.3216	0.8667	local-2026-03-29	135677	discard	exp #249
none	0.6051	1	0.6270	0.7183	0.5819	0.2661	0.5938	0.8716	0.1720	0.9999	0.3216	0.8667	local-2026-03-29	137550	discard	exp #250
none	0.6065	1	0.6247	0.7202	0.5814	0.2665	0.5951	0.8890	0.1710	0.9999	0.3216	0.8667	local-2026-03-29	143166	discard	exp #251
none	0.6037	1	0.6180	0.7064	0.5871	0.2702	0.5954	0.8681	0.1743	0.9999	0.3216	0.8667	local-2026-03-29	135416	discard	exp #252
none	0.6059	1	0.6227	0.7195	0.5838	0.2692	0.5969	0.8747	0.1732	0.9999	0.3216	0.8667	local-2026-03-29	137332	discard	exp #253
none	0.6035	1	0.6113	0.7174	0.5763	0.2638	0.5977	0.8821	0.1712	0.9999	0.3216	0.8667	local-2026-03-29	138369	discard	exp #254
none	0.6051	1	0.6195	0.7181	0.5860	0.2694	0.5961	0.8672	0.1746	0.9999	0.3216	0.8667	local-2026-03-29	138378	discard	exp #255
none	0.6030	1	0.6178	0.7168	0.5746	0.2602	0.5973	0.8749	0.1712	0.9999	0.3216	0.8667	local-2026-03-29	137902	discard	exp #256
none	0.6045	1	0.6187	0.7244	0.5791	0.2634	0.5952	0.8715	0.1721	0.9999	0.3216	0.8667	local-2026-03-29	136609	discard	exp #257
none	0.6032	1	0.6210	0.7198	0.5759	0.2642	0.5947	0.8635	0.1720	0.9999	0.3216	0.8667	local-2026-03-29	135525	discard	exp #258
none	0.6075	1	0.6311	0.7211	0.5849	0.2701	0.5957	0.8790	0.1731	0.9999	0.3216	0.8667	local-2026-03-29	136008	discard	exp #259
none	0.6023	1	0.6239	0.6925	0.5806	0.2675	0.5966	0.8753	0.1723	0.9999	0.3216	0.8667	local-2026-03-29	135295	discard	exp #260
none	0.6060	1	0.6276	0.7277	0.5758	0.2658	0.5941	0.8784	0.1700	0.9999	0.3216	0.8667	local-2026-03-29	135518	discard	exp #261
none	0.6028	1	0.6203	0.7163	0.5729	0.2605	0.5978	0.8710	0.1709	0.9999	0.3216	0.8667	local-2026-03-29	143383	discard	exp #262
none	0.6083	1	0.6242	0.7393	0.5786	0.2657	0.5963	0.8876	0.1711	0.9999	0.3216	0.8667	local-2026-03-29	135286	discard	exp #263
none	0.6022	1	0.6196	0.7163	0.5767	0.2637	0.5954	0.8576	0.1722	0.9999	0.3216	0.8667	local-2026-03-29	137232	discard	exp #264
none	0.6067	1	0.6236	0.7180	0.5844	0.2689	0.5959	0.8855	0.1732	0.9999	0.3216	0.8667	local-2026-03-29	137285	discard	exp #265
none	0.6057	1	0.6157	0.7211	0.5819	0.2665	0.5958	0.8872	0.1726	0.9999	0.3216	0.8667	local-2026-03-29	138160	discard	exp #266
none	0.6032	1	0.6117	0.7083	0.5838	0.2663	0.5964	0.8766	0.1732	0.9999	0.3216	0.8667	local-2026-03-29	135616	discard	exp #267
none	0.6055	1	0.6248	0.7149	0.5874	0.2676	0.5958	0.8691	0.1745	0.9999	0.3216	0.8667	local-2026-03-29	136616	discard	exp #268
none	0.6050	1	0.6222	0.7202	0.5768	0.2649	0.5953	0.8812	0.1712	0.9999	0.3216	0.8667	local-2026-03-29	136233	discard	exp #269
none	0.6036	1	0.6132	0.7225	0.5746	0.2658	0.5980	0.8749	0.1702	0.9999	0.3216	0.8667	local-2026-03-29	137039	discard	exp #270
none	0.6022	1	0.6184	0.7176	0.5730	0.2615	0.5972	0.8643	0.1712	0.9999	0.3216	0.8667	local-2026-03-29	136753	discard	exp #271
none	0.6036	1	0.6193	0.7071	0.5764	0.2640	0.5981	0.8881	0.1700	0.9999	0.3216	0.8667	local-2026-03-29	138000	discard	exp #272
none	0.6002	1	0.6180	0.6813	0.5817	0.2644	0.5949	0.8772	0.1724	0.9999	0.3216	0.8667	local-2026-03-29	138429	discard	exp #273
none	0.6025	1	0.6217	0.7201	0.5758	0.2629	0.5964	0.8526	0.1733	0.9999	0.3216	0.8667	local-2026-03-29	136040	discard	exp #274
none	0.6037	1	0.6159	0.7224	0.5735	0.2618	0.5981	0.8784	0.1699	0.9999	0.3216	0.8667	local-2026-03-29	137254	discard	exp #275
none	0.6071	1	0.6273	0.7198	0.5867	0.2674	0.5961	0.8804	0.1731	0.9999	0.3216	0.8667	local-2026-03-29	138337	discard	exp #276
none	0.6042	1	0.6214	0.7180	0.5798	0.2661	0.5951	0.8701	0.1720	0.9999	0.3216	0.8667	local-2026-03-29	136768	discard	exp #277
none	0.6024	1	0.6240	0.6938	0.5801	0.2652	0.5947	0.8787	0.1728	0.9999	0.3216	0.8667	local-2026-03-29	142231	discard	exp #278
none	0.6051	1	0.6275	0.7215	0.5788	0.2644	0.5965	0.8680	0.1734	0.9999	0.3216	0.8667	local-2026-03-29	137736	discard	exp #279
none	0.6047	1	0.6284	0.7222	0.5748	0.2638	0.5955	0.8708	0.1713	0.9999	0.3216	0.8667	local-2026-03-29	137437	discard	exp #280
none	0.6063	1	0.6265	0.7214	0.5820	0.2651	0.5952	0.8811	0.1719	0.9999	0.3216	0.8667	local-2026-03-29	136629	discard	exp #281
none	0.6079	1	0.6267	0.7307	0.5823	0.2692	0.5977	0.8801	0.1719	0.9999	0.3216	0.8667	local-2026-03-29	135426	discard	exp #282
none	0.6031	1	0.6144	0.7175	0.5786	0.2664	0.5955	0.8677	0.1726	0.9999	0.3216	0.8667	local-2026-03-29	136745	discard	exp #283
none	0.6071	1	0.6258	0.7226	0.5849	0.2680	0.5968	0.8797	0.1739	0.9999	0.3216	0.8667	local-2026-03-29	137452	discard	exp #284
none	0.6046	1	0.6238	0.7188	0.5752	0.2625	0.5974	0.8802	0.1705	0.9999	0.3216	0.8667	local-2026-03-29	134852	discard	exp #285
none	0.6054	1	0.6256	0.7218	0.5723	0.2619	0.5986	0.8882	0.1692	0.9999	0.3216	0.8667	local-2026-03-29	138123	discard	exp #286
none	0.6036	1	0.6110	0.7266	0.5735	0.2650	0.5969	0.8763	0.1702	0.9999	0.3216	0.8667	local-2026-03-29	134556	discard	exp #287
none	0.6026	1	0.6287	0.6926	0.5761	0.2629	0.5992	0.8819	0.1709	0.9999	0.3216	0.8667	local-2026-03-29	135783	discard	exp #288
none	0.6048	1	0.6263	0.7143	0.5819	0.2660	0.5952	0.8717	0.1732	0.9999	0.3216	0.8667	local-2026-03-29	139390	discard	exp #289
none	0.6042	1	0.6199	0.7214	0.5795	0.2668	0.5948	0.8662	0.1727	0.9999	0.3216	0.8667	local-2026-03-29	135716	discard	exp #290
none	0.6042	1	0.6222	0.7137	0.5822	0.2654	0.5951	0.8715	0.1730	0.9999	0.3216	0.8667	local-2026-03-29	138884	discard	exp #291
